,Vacancy,Salary min,Salary max,Currency,Link,Site,Employer,Place
87,"Python developer (релокейт Рига, Латвия)",160000.0,,руб.,https://hh.ru/vacancy/66908530?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,SIA Starlab,Санкт-Петербург
88,"Python developer (релокейт Рига, Латвия)",160000.0,,руб.,https://hh.ru/vacancy/66908531?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,SIA Starlab,Ростов-на-Дону
89,Программист (начинающий специалист),35000.0,,руб.,https://hh.ru/vacancy/66615196?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО НПО автоматики,Екатеринбург
90,Backend Developer (Go),200000.0,,руб.,https://hh.ru/vacancy/66943252?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ЛАЙФСТРИМ,Москва
91,Senior Разработчик EDWH Python SQL,,,,https://hh.ru/vacancy/55544528?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ТехноНИКОЛЬ,Москва
92,"Python QA Automation Engineer (Middle / Lead, Remote)",,,,https://hh.ru/vacancy/67492871?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,V4Scale,Санкт-Петербург
93,Разработчик СУБД /Разработчик автоматизированной системы бизнес-планирования,,,,https://hh.ru/vacancy/67492120?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,Санкт-Петербург
94,Программист Python / JS ( консультант по вопросам перехода на оказание МУ в электр. виде ОРСИС УД),45000.0,50000.0,руб.,https://hh.ru/vacancy/66802897?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Администрация города Вологды,Вологда
95,Middle/Senior Python разработчик (Django),200000.0,,руб.,https://hh.ru/vacancy/67115536?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,МедРокет,Краснодар
96,Инженер-Программист (Микроконтроллеры),50000.0,,руб.,https://hh.ru/vacancy/52650710?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ИТеК ББМВ,Челябинск
97,Аналитик данных \data engineer Python\SQL,,,,https://hh.ru/vacancy/67485021?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Верме,Москва
98,"Backend программист, Rust",200000.0,,руб.,https://hh.ru/vacancy/67497232?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Крибрум,"Москва, Кунцевская"
99,Middle Python developer,150000.0,200000.0,руб.,https://hh.ru/vacancy/48586304?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Селфсек,"Москва, Трубная и еще 2 "
100,Middle python-разработчик,,150000.0,руб.,https://hh.ru/vacancy/66620039?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Digital Hub,Краснодар
101,Разработчик Python,,,,https://hh.ru/vacancy/67352398?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Апбит Софтваре,Москва
102,Младший разработчик,,,,https://hh.ru/vacancy/66525314?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Скала^р,Санкт-Петербург
103,Python разработчик (middle+),,,,https://hh.ru/vacancy/66854665?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ShinSale,Москва
104,С++ developer (Autonomous Driving),,,,https://hh.ru/vacancy/66818627?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,SberAutoTech,Москва
105,Python-разработчик (backend),130000.0,250000.0,руб.,https://hh.ru/vacancy/67235429?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Авантелеком,Хабаровск
106,Junior Go Developer,70000.0,100000.0,руб.,https://hh.ru/vacancy/67379413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Требити,Москва
107,Инженер - разработчик Python,120000.0,160000.0,руб.,https://hh.ru/vacancy/66852726?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Голосовые Технологии,Москва
108,Разработчик Solidity/Разработчик Rust/Разработчик Go/Разработчик python(удаленно),600000.0,,руб.,https://hh.ru/vacancy/48457284?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ArtVolkov.ru,Москва
109,Python-разработчик в Цифровые поверхности Салют (SmartApps),,,,https://hh.ru/vacancy/67450416?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,Москва
110,Программист-стажер 1С,35000.0,,руб.,https://hh.ru/vacancy/67120306?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ИТВОРКС,"Санкт-Петербург, Горьковская"
111,Python разработчик,,,,https://hh.ru/vacancy/67002814?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО СКАЙТРЭК,"Москва, Славянский бульвар"
112,Инженер-программист (Backend),,,,https://hh.ru/vacancy/66696500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Эволента,Саранск
113,Разработчик Python,,,,https://hh.ru/vacancy/66200298?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"Лента, федеральная розничная сеть, IT ",Санкт-Петербург
114,Middle Python разработчик,180000.0,,руб.,https://hh.ru/vacancy/67144620?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,CityAir,Новосибирск
115,Software engineer (Python),300000.0,500000.0,руб.,https://hh.ru/vacancy/67466846?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"Hi, Rockits!",Москва
116,Ведущий программист C/C++,150000.0,200000.0,руб.,https://hh.ru/vacancy/66931849?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО ЭЛВИС-НеоТек,Москва
117,Middle Backend Developer (Python),120000.0,200000.0,руб.,https://hh.ru/vacancy/67430865?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Betting Software,Томск
118,Инженер-программист с опытом,,138500.0,руб.,https://hh.ru/vacancy/67321168?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ГК БИТ,Уфа
119,"Программист Python, Java",,,,https://hh.ru/vacancy/67239999?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Янтарь-Айти,Казань
120,Middle-разработчик,160000.0,200000.0,руб.,https://hh.ru/vacancy/67466876?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Романова Валерия Олеговна,Москва
121,Python Developer (Data Science),,,,https://hh.ru/vacancy/67376016?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,INTECH,Москва
122,Помощник системного администатора / программиста,,40000.0,руб.,https://hh.ru/vacancy/66928145?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,X-LAB,Магнитогорск
123,Senior Python developer (Витрина),,,,https://hh.ru/vacancy/67374833?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Домклик,"Москва, Кутузовская"
124,Python-разработчик (middle),,,,https://hh.ru/vacancy/66957941?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"билайн: ИТ, Data, Digital",Москва
125,Python-разработчик (backend),,,,https://hh.ru/vacancy/66957939?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"билайн: ИТ, Data, Digital",Москва
126,Python разработчик (backend),,,,https://hh.ru/vacancy/66957933?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"билайн: ИТ, Data, Digital",Санкт-Петербург
127,Разработчик BI,,,,https://hh.ru/vacancy/66635391?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО НИПИГАЗ,"Москва, Калужская"
128,Automation QA (Python),,,,https://hh.ru/vacancy/29323728?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,МойОфис,"Москва, Пушкинская и еще 2 "
129,Инженер VoIP/Программист С,,,,https://hh.ru/vacancy/67384786?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Арман,"Санкт-Петербург, Обухово"
130,Backend-разработчик,100000.0,120000.0,руб.,https://hh.ru/vacancy/67464344?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО АВП-Технология,"Москва, Электрозаводская"
131,Senior Frontend developer (React),,,,https://hh.ru/vacancy/55483609?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Группа Самолет,Москва
132,Программист Python,60000.0,,руб.,https://hh.ru/vacancy/66546162?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Открытые Бизнес Технологии,Волгоград
133,Middle/Senior С# (Unity) Developer,,,,https://hh.ru/vacancy/67493782?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Sitronics KT,"Санкт-Петербург, Василеостровская"
134,Начальник отдела поддержки и развития технологий (Аналитик-разработчик),,200000.0,руб.,https://hh.ru/vacancy/67470297?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ЛОКО-БАНК,"Москва, Бауманская"
135,Java-разработчик,,,,https://hh.ru/vacancy/53007697?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Ред Софт,Муром
136,Разработчик BI,,,,https://hh.ru/vacancy/67458708?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ПАО Ростелеком,Воронеж
137,PHP-разработчик (Middle),120000.0,190000.0,руб.,https://hh.ru/vacancy/66746895?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ЦЦЭТ,Краснодар
138,Senior Software Developer (upwork / иностранный заказчик),3000.0,16000.0,USD,https://hh.ru/vacancy/66941828?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,RuWork,Санкт-Петербург
139,Разработчик C#,130000.0,,руб.,https://hh.ru/vacancy/55881775?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ПрофИТ,Ростов-на-Дону
140,Программист С++,,,,https://hh.ru/vacancy/49976509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Eagle Dynamics,"Москва, Водный стадион"
141,Разработчик Atlassian,,,,https://hh.ru/vacancy/66732292?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,INFOWATCH,Москва
142,Программист Python/Django/PostgreSQL (консультант по вопросам администрирования баз данных ОРСИС УД),45.0,50000.0,руб.,https://hh.ru/vacancy/67085709?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Администрация города Вологды,Вологда
143,Программист ПЛИС (FPGA developer),,,,https://hh.ru/vacancy/66639096?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Концерн Созвездие,Воронеж
144,Программист C#,,120000.0,руб.,https://hh.ru/vacancy/66765947?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"Телеком-Сервис ИТ, Группа компаний",Москва
145,Инженер программист (Python разработчик),,,,https://hh.ru/vacancy/67008591?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Научно-исследовательский институт железнодорожного транспорта (ВНИИЖТ),"Москва, Алексеевская"
146,Инженер-программист в отдел верификации-devops-cicd,,,,https://hh.ru/vacancy/67501088?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,МФИ Софт,Нижний Новгород
147,Разработчик Python,150000.0,350000.0,руб.,https://hh.ru/vacancy/53315953?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО ФинТех,"Москва, Полянка"
148,Python/Go Developer (группа автоматизации),,,,https://hh.ru/vacancy/66121748?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,VK,Санкт-Петербург
149,Python/Go Developer (группа автоматизации),,,,https://hh.ru/vacancy/66121750?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,VK,Москва
150,GO Developer,250000.0,,руб.,https://hh.ru/vacancy/67470870?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,Москва
151,Ведущий разработчик (NLP) / Senior Developer (NLP) в Центр стратегической аналитики и больших данных,,,,https://hh.ru/vacancy/67495996?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Национальный исследовательский университет Высшая школа экономики,"Москва, Лубянка"
152,Backend Python developer,180000.0,250000.0,руб.,https://hh.ru/vacancy/66711223?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,KRK Group,Москва
153,Junior Python Developer (Backend) - разработчик Питон,50000.0,100000.0,руб.,https://hh.ru/vacancy/66556260?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Требити,Москва
154,Backend-разработчик / Erlang-разработчик,,,,https://hh.ru/vacancy/66118725?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ЗАО ИСТ,"Санкт-Петербург, Василеостровская и еще 1 "
155,Python разработчик,3800.0,,USD,https://hh.ru/vacancy/67401936?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,IT and Digital,Москва
156,Разработчик на С под Linux (Data Plane),150000.0,,руб.,https://hh.ru/vacancy/51000391?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Айдеко,Екатеринбург
157,Разработчик SQL/VBA,,,,https://hh.ru/vacancy/67471027?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,HR Prime,Москва
